run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,greedy_on_data_quality,greedy_optimal_states_quality,greedy_avg_reward,greedy_success_rate,greedy_v_x0,greedy_v_gap,solver_on_data_quality,solver_optimal_states_quality,solver_avg_reward,solver_success_rate,solver_v_x0,solver_v_gap,elapsed_seconds,steps,lambda_entropy,eta,lr_value,lr_rho,lr_policy,tau,rollout_length,batch_size,device,torch_threads,last_objective,last_primal_mse,last_dual_mse,last_theta_grad_norm,last_beta_grad_norm,last_policy_grad_norm
25,SBEED,20000,0.7,100% optimal-eps / 0% random,100_0,custom_x0,3,42,ok,,11.783005548024825,0.12349734700752932,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.1356422010907217,0.9941161257178951,-1.1421200359123636,0.0,-1.1660015205946577,0.8998808571690153,121.36896495899418,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.859180016821884,0.1443376070950472,5.003517623916931,0.8215984486701444,0.2694847895114236,0.0015949485032360129
29,SBEED,16000,0.0,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,1.750753471705161,0.320013751999921,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.3629936800771318,0.06588928746859386,-0.9622863997708917,0.86,-1.0170246770225209,0.10092416359956552,120.28671747696353,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.102153768368049,0.34494795543434875,4.4471017238023975,0.6581312265573983,0.31870603361098204,0.012098073648751765
31,SBEED,4000,0.1,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,1.9229657827324562,0.6618527023908696,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.46604031276286134,0.1911765690119571,-1.0411066455377547,0.73,-1.06595308608863,0.23309330965380023,117.93128221499501,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.179422801735921,0.317462364131962,4.496885165867883,0.6671070447283937,0.2965553908504987,0.009459657495707145
30,SBEED,20000,0.0,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,1.7377031755237973,0.3364498755072701,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.33671817368943885,0.06497127634279302,-0.9710429080805376,0.86,-1.0074726130908231,0.0994073604440027,122.13746125798207,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.106708610582367,0.34387485043268284,4.45058346101505,0.6638347012200719,0.32004864945059475,0.012085850670251133
32,SBEED,8000,0.1,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,1.8696299886698773,0.029405450147368083,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4147664516579113,0.16555322962529845,-1.016392889726584,0.79,-1.0516074473172636,0.21079519876686625,117.9261562769534,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.14957746513338,0.33108406296349474,4.480661528096874,0.6583907731288264,0.2997169138664495,0.009014803644480528
33,SBEED,12000,0.1,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,1.8429557418278057,0.5893230317271541,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.42659397162050317,0.1772447118126247,-1.025805619507891,0.78,-1.0670406647939081,0.22990203400064985,115.36467060801806,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.134404129406045,0.332994017998358,4.467398147404403,0.6555668536799227,0.30170087408635876,0.009239553062345128
34,SBEED,16000,0.1,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,1.8099135657385241,0.5593972245650963,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.42198793772861215,0.1778328898461172,-1.002352608442408,0.82,-1.06669193670894,0.2316963345347229,117.81969375698827,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.105352703843107,0.33971106025421094,4.445063764097318,0.6492186838314665,0.30573929872482575,0.009322514200420868
35,SBEED,20000,0.1,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,1.8001717380106677,0.37909921371400207,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4103996022875217,0.1672129182073502,-1.0060602403864753,0.83,-1.060891476418502,0.22203706467587508,119.5485751000233,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.100248289891315,0.3406667821135835,4.440915072004898,0.6484938148475674,0.30689209251676774,0.00956872167037979
36,SBEED,4000,0.3,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.0388274508447135,0.2817319668028431,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6666376375641824,0.4487085633597341,-1.1267501869748786,0.59,-1.1686289228769364,0.5254039189954044,116.45948861003853,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.223797668167293,0.3168484068680089,4.540646075035302,0.664481249396862,0.2731109163275946,0.005409658855063949
37,SBEED,8000,0.3,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.108485777209344,0.12482115862737339,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.7593532500304251,0.5402409970913186,-1.1485752697888278,0.44,-1.1820615305696824,0.6140438439100668,118.26433605904458,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.291005010292024,0.2987811887483225,4.589786199040347,0.6735731049685567,0.2671104198262693,0.004865773542768714
38,SBEED,12000,0.3,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.1035420502565616,0.28986590210846797,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6899736166217577,0.47691753635194695,-1.1406532946891657,0.51,-1.1626995202418227,0.5490164016683152,118.63114736205898,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.279398938143173,0.3037035764463895,4.583102514589563,0.6669393724513,0.26780200739311677,0.004949629997808916
39,SBEED,16000,0.3,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.0868004400864506,0.4181327514898698,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6915399798494168,0.4734491782194369,-1.1425013025089878,0.51,-1.1635668055320598,0.5430072007489946,121.19988150900463,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.265310237339555,0.30348997550455686,4.568800212844112,0.6642003651791748,0.268659166640756,0.00502759158234022
40,SBEED,20000,0.3,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.127579191425682,0.030561171170229915,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.6832305982396049,0.47544503739771704,-1.1365544978565982,0.49,-1.1526769121617304,0.5396473553524945,123.6825602199533,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.292857923436216,0.2940839535651301,4.586941877001347,0.6718782234362743,0.26641454988842705,0.005098059460429279
41,SBEED,4000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,3.0738284274151164,0.042212354286785846,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.2105894912182955,0.952805851339363,-1.1941935749723551,0.11,-1.2151467074051296,0.9421474032934398,116.10092627000995,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.624994843570036,0.2119891576136889,4.836984001183725,0.7326970910112952,0.25822483685453584,0.002925778818776718
42,SBEED,8000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.914081008803188,0.043031405897062475,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.1145512268234852,0.8718157816116001,-1.1873348242115416,0.11,-1.1929975009032021,0.8636996195864907,117.78952870203648,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.624496971738771,0.21637641092379423,4.840873382662565,0.7250033707563801,0.25586091110367076,0.002292169444622239
43,SBEED,12000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.9510807590756762,0.045287886546890234,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0795143693524172,0.8356394488782148,-1.1501055355730296,0.11,-1.1831016473551363,0.8329156745443286,118.32542462600395,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.63620748429283,0.21246931611884448,4.848676800411674,0.726723733307627,0.254666013171968,0.002055534358047828
44,SBEED,16000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.8757162546493817,0.09336492542175348,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0369668112660668,0.8037000679607949,-1.1346909669985927,0.12,-1.1791826309090976,0.8059013450273491,122.39745098003186,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.6310184208026035,0.21546396807212562,4.846482388874729,0.7230044247562663,0.2526718828031271,0.0019865129310353224
45,SBEED,20000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.805746954350803,0.06323081402516836,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.9972492760939482,0.7741980622367765,-1.1421687866189254,0.17,-1.1722294070882917,0.7824795668427598,122.52352883398999,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.6318047471518975,0.21743784654940443,4.849242593701302,0.7247018232893986,0.25443716009579137,0.001826149143628748
46,SBEED,4000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,16.134647473767334,1.4167046860120067,1.6311786757495006,-1.43767595652605,0.0,-1.4376759565260502,1.2913629097301098,1.160739433226561,1.159939306663991,-1.1364234103062896,0.01,-1.1720718192663973,0.9774245503189906,118.7093593319878,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.874944138451477,0.14338065040220216,5.018324788853679,0.8165336222740244,0.2631509570354045,0.0023715307431627043
47,SBEED,8000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,14.020335086879157,0.07105024902117484,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0776738265053232,1.0932659316414317,-1.1248341592479099,0.01,-1.1570190760796235,0.9258821613325662,119.13772960298229,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.89840106795998,0.1387226449650404,5.03712371292502,0.8248070634716456,0.26408304383518005,0.0019459139711467217
48,SBEED,12000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,10.348055992023385,0.061491280899829664,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0781911296500364,1.0378139466108625,-1.1346653001401699,0.0,-1.164361830971867,0.9211234109620519,120.51033008802915,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.87937208674221,0.1423349148450521,5.021707001587262,0.8275507306746672,0.26402758435503254,0.0017342019198698375
49,SBEED,16000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,12.758228704708774,0.05959497634832136,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.0677031213722599,1.0216205565749237,-1.1338370561035371,0.0,-1.1728148451317368,0.9189785975158675,120.03457272402011,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:0,1,-4.883818743889735,0.14012486292989412,5.023943606819629,0.8362681313789982,0.2667206697380717,0.0015334200368189903
51,SBEED,4000,0.0,60% optimal-eps / 40% random,60_40,custom_x0,3,42,ok,,2.0042767669697232,0.46897755025075544,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4274294688961854,0.10160421753203255,-1.0635089223574514,0.67,-1.0797798040002164,0.15662091116825735,117.21988247300033,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:2,1,-4.318543399875094,0.29138306948481774,4.609926469359912,0.7249339052822849,0.2908628309574977,0.010253048533056683
50,SBEED,20000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,11.996827610661587,0.14577608267408182,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,1.100377934071262,1.0811417802668448,-1.1306050690497191,0.0,-1.1699478384847222,0.9432695091157831,121.95391450403258,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:1,1,-4.876238974988298,0.1429230987667429,5.019162073755041,0.8316895459294525,0.26642989779014686,0.0015963681842112343
52,SBEED,8000,0.0,60% optimal-eps / 40% random,60_40,custom_x0,3,42,ok,,2.08196434353254,0.3929693461977774,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4610336995485706,0.10165523296513604,-1.0571732623741408,0.68,-1.0893891098048583,0.1567868541551199,118.84504536504392,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:3,1,-4.3414205826361405,0.2854672276238436,4.626887810259984,0.7325629063581857,0.2869880540539189,0.01000484710271683
53,SBEED,12000,0.0,60% optimal-eps / 40% random,60_40,custom_x0,3,42,ok,,2.1556165997597985,0.5114749849538869,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5059155868282297,0.10677072560866215,-1.0885294788529984,0.64,-1.1069801703850883,0.16431821990854453,118.50724548095604,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:4,1,-4.370742947029198,0.2774613421875739,4.648204289216772,0.7527504801812902,0.28476027160318296,0.009622282034236826
54,SBEED,16000,0.0,60% optimal-eps / 40% random,60_40,custom_x0,3,42,ok,,2.1709825155098486,0.5475301281163398,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4924974025569117,0.111939380378518,-1.0630262348040385,0.65,-1.1010349739848284,0.1707600421739162,122.04044514003908,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:5,1,-4.381690352992582,0.27433212749263214,4.6560224804852135,0.763553405812896,0.2856936807903158,0.009469508497427623
55,SBEED,20000,0.0,60% optimal-eps / 40% random,60_40,custom_x0,3,42,ok,,2.1416227925344535,0.6087743227610887,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.4934522434802964,0.11452911248299298,-1.0839464216763077,0.65,-1.1017205002750754,0.17390272552346964,123.53339581895852,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:6,1,-4.36942614760986,0.2762100365769742,4.645636184186834,0.7577084723532235,0.2853460885937865,0.009593328170407657
56,SBEED,4000,0.1,60% optimal-eps / 40% random,60_40,custom_x0,3,42,ok,,2.0867516189506286,0.40701536865818627,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.5335832316113136,0.1837281589846364,-1.0930560966232785,0.6,-1.1308623317830375,0.2576062357485236,118.50397912197514,3000,0.0001,1.0,0.003,0.001,0.003,500.0,1,,cuda:7,1,-4.365125648803374,0.27455596334568777,4.639681612149062,0.7745076512976371,0.28771214970684994,0.008877276262864612
